0.00183008, -0.0106863, -0.0106647, -0.00511542, -0.00157151, -0.000411013, -0.00556395, -0.0101389, 0.0048265, 0.0100106, 0.00506438, 0.0127207, -0.00181825
0.0011196, 0.00508336, 0.00296174, 4.87579e-005, -0.00322857, -0.0112003, 0.000661323, -0.0103382, -0.0171424, -0.0153326, -0.0168596, -0.037037, -0.0237649
0.0137879, 0.0299588, 0.0153611, -0.00469236, -0.0108538, -0.00373942, 0.00574084, 0.0265702, 0.0162416, 0.0171499, 0.025101, 0.0291082, 0.0039402
0.00163309, -0.0148052, -0.00671266, -0.00189172, -0.0124067, -0.00810663, 0.00582331, -0.025245, -0.0128209, 0.00555201, 0.00559844, 0.010968, 0.012251
0.00302687, 0.00207778, 0.0072862, -0.00199242, -0.0198776, -0.0260554, -0.000330077, -0.0185233, -0.00907498, 0.0189161, 0.0224399, 0.0383529, 0.0334725
0.00882061, 0.0190801, 0.0163292, 0.0155773, 0.00627307, -0.0167605, 0.00167074, 0.00925387, 2.16889e-005, -0.00629201, -0.0232956, -0.0426873, -0.011921
0.00546086, 0.00468954, 0.02315, 0.0238759, 0.0277129, 0.0238972, -0.000672863, -0.00263776, -0.0123446, -0.00758862, 0.00406145, 0.0165686, 0.0194732
-0.00139062, -0.002943, -0.00400233, 0.00198441, 0.00961654, 0.00495889, 0.011269, 0.00570856, 0.0139364, 0.0151231, 0.0112632, 0.0116637, 0.00234755
0.00823693, -0.00168455, 0.00116496, 0.00324055, 0.00781266, 0.0148048, 0.00943639, 0.000468879, 0.00392327, -0.00175333, -0.00535725, -0.00261951, -0.000466121
0.0128295, 0.0178893, 0.0210935, 0.0221044, 0.0164708, -0.00539832, 0.0146225, -0.005803, -0.0024266, 0.00683137, -0.00182186, -0.00970884, 0.012385
