0.265409, 0.0633032, -0.36219, -0.0976723, -0.0237664, -0.0135168, 0.0673353, -0.0297168, 0.0207188, 0.0903094, 0.0330925, 0.0303677, 0.116249, -0.0282489, 0.0691246, -0.0340373, 0.0340266, 0.0767615, 0.347639, 0.100335, 0.084973, 0.0899315, 0.164986, 0.0724058, 0.032212, 0.0945706, 0.215733, 0.0394577, -0.0323749, 0.0721137, -0.0120236, 0.05696
0.12082, 0.0558184, -0.285686, -0.0873472, 0.0265183, 0.0407429, -0.118524, 0.0131371, 0.061795, 0.0232185, 0.0500159, 0.062214, 0.036631, 0.0226254, 0.0579284, 0.00784073, 0.044928, 0.0671225, -0.0634885, 0.0685264, 0.0494055, 0.000237777, 0.0324177, 0.0933823, 0.0550036, 0.0174047, 0.166664, 0.0628809, 0.000770222, -0.116692, 0.0199506, -0.104463
-0.42947, -0.161632, 0.668421, 0.567442, 0.211125, 0.310664, 0.136536, 0.151629, 0.174635, 0.305042, 0.16141, 0.108795, -0.258897, 0.176569, -0.191463, 0.2522, 0.103387, -0.20656, -0.671669, -0.25112, -0.227454, 0.360829, -0.269742, -0.225787, 0.0927468, 0.272895, -0.384155, 0.184522, 0.311108, 0.137347, 0.265516, 0.126202
-0.0401626, -0.161738, -0.093935, -0.0958981, -0.173295, -0.0488425, -0.198686, -0.221118, -0.0979091, -0.0911215, -0.0769329, -0.108434, -0.140308, -0.212614, -0.1646, -0.187806, -0.121346, -0.164105, -0.442362, -0.153136, -0.156515, -0.0862657, -0.0849231, -0.157353, -0.131403, -0.0791397, -0.058852, -0.048039, -0.15264, -0.193466, -0.113241, -0.205144
-0.138643, 0.0869854, -0.229161, 0.0153241, 0.166408, 0.118639, 0.0593294, 0.16722, 0.142941, 0.0963344, 0.109249, 0.147321, -0.0451202, 0.176606, 0.0655902, 0.161608, 0.126314, 0.0721632, -0.499842, 0.0381175, 0.0228736, 0.00873053, -0.0941794, 0.0902894, 0.13713, 0.124765, 0.014381, 0.118468, 0.118979, 0.0474463, 0.130254, 0.0662119
0.411077, -0.0390863, -0.412403, -0.373186, -0.300203, -0.152375, -0.651948, -0.327532, -0.121162, -0.267782, -0.10255, -0.114117, 0.0658086, -0.328724, -0.0250116, -0.327481, -0.150877, -0.00731899, 0.0867515, 0.0596395, 0.0192019, -0.206896, 0.142883, 0.0420628, -0.16342, -0.299816, 0.347075, -0.0548784, -0.316914, -0.641741, -0.227908, -0.61656
0.110081, 0.144645, -0.122173, 0.270717, 0.257834, 0.179532, 0.654801, 0.27381, 0.190119, 0.452942, 0.190577, 0.185336, 0.139054, 0.266275, 0.132055, 0.277615, 0.224443, 0.125728, 0.569349, 0.116484, 0.126587, 0.437342, 0.164144, 0.0843334, 0.221451, 0.459295, 0.0760249, 0.160559, 0.291977, 0.658138, 0.22081, 0.60629
0.375732, 0.20971, -0.956523, -0.459107, -0.0511, -0.154624, 0.16819, -0.00531312, -0.0248059, -0.0361873, -0.0241333, 0.0388687, 0.230302, -0.0207463, 0.209879, -0.0861583, 0.0370502, 0.230533, 0.419996, 0.248342, 0.221118, -0.141794, 0.255373, 0.250294, 0.0546054, 0.0339772, 0.388277, -0.0363685, -0.141578, 0.164387, -0.1114, 0.157046
-0.0319829, -0.053645, 0.22659, 0.306189, 0.107118, 0.162878, 0.162768, 0.0780993, 0.105052, 0.257033, 0.11342, 0.0740163, -0.0364877, 0.0833236, -0.0558102, 0.127612, 0.0862491, -0.0609672, 0.0607879, -0.0693637, -0.0607519, 0.307844, -0.0092875, -0.082063, 0.0714438, 0.222532, -0.0661679, 0.118579, 0.174184, 0.171513, 0.140147, 0.14863
0.12932, 0.0148174, 0.0886042, 0.258655, 0.10016, 0.138438, 0.290358, 0.0920719, 0.107298, 0.301145, 0.122573, 0.0800173, 0.0667628, 0.0885232, 0.0107703, 0.113526, 0.103287, 0.00680613, 0.436184, 0.0235972, 0.0256167, 0.368349, 0.116942, -0.019878, 0.0965663, 0.271558, 0.0448245, 0.109558, 0.171441, 0.290087, 0.124882, 0.26122
